# -*- text -*-
# ----------------------------------------------------------------------------
Do, 22.10.1998
9229,8785     Dudenstr/Tempelhofer Damm          W->O       19:17:01  19:16:01
11898,8362    Flughafenstr/Hermannstr (Auto)     W->O       19:20:35
11898,8362    Flughafenstr/Hermannstr (Rad)      W->O       19:20:34  19:20:45
11979,8014    Hermannstr/Werbellinstr            N->S       19:21:27
12972,7602    Thomasstr/Karl-Marx-Str.           W->O       19:25:00  19:24:05
13051,7157    Karl-Marx-Str/Emser Str.           N->S       19:25:59
13430,6086    Buschkrugallee/Sieversstr.         N->S       19:28:33  19:28:02

# ----------------------------------------------------------------------------
Sa, 14.11.1998
9248,9350     Kreuzbergstr/Mehringdamm (Rad)     W->O       14:49:44
9248,9350     Kreuzbergstr/Mehringdamm (Rad)     S->N       14:50:14
9334,9670     Mehringdamm/Gneisenaustr (Auto)    S->N   60  14:50:55  14:51:15
9334,9670     Mehringdamm/Gneisenaustr (Rad)     S->N   60  14:50:55  14:51:08
9873,10285    Zossener Str/Gitschiner Str        S->N       14:55:45
10020,11262   Lindenstr/Kochstr                  S->N   70  14:58:01
10512,12039   Gertraudenstr/Fischerinsel         SW->NO 70  15:01:41  15:02:01
# REMOVED (Komplettumbau) --- 10710,12377   Molkenmarkt                        SW->NO 70  15:03:35  15:03:55
11141,12806   Grunerstr/Alexanderstr             SW->NO     15:06:57  15:06:07
11226,12945   Grunerstr/Karl-Marx-Allee          S->N       15:08:02  15:06:55
11226,12945   Grunerstr/Karl-Marx-Allee          S->W       15:08:08
10923,13156   Alexanderplatz/Karl-Liebknecht-Str O->SW      15:09:04
10755,13152   Memhardstr/Rosa-Luxemburg-Str      O->W                 15:09:27
